Turn	Red	Red Attack	Red Move	Red Guard	Red Suicide	Red Effectiveness	Blue	Blue Attack	Blue Move	Blue Guard	Blue Suicide	Blue Effectiveness
73	7.00001	0.0	0.428570816327	0.571427755103	0.0	0	6.00001	0.0	0.833331944447	0.166666388889	0.0	0
74	7.00001	0.0	0.428570816327	0.571427755103	0.0	0	6.00001	0.0	0.833331944447	0.166666388889	0.0	0
75	7.00001	0.0	0.428570816327	0.571427755103	0.0	0	6.00001	0.0	0.666665555557	0.333332777779	0.0	0
76	7.00001	0.0	0.428570816327	0.571427755103	0.0	0	6.00001	0.0	0.499999166668	0.499999166668	0.0	0
77	7.00001	0.0	0.428570816327	0.571427755103	0.0	0	6.00001	0.0	0.499999166668	0.499999166668	0.0	0
78	7.00001	0.0	0.285713877552	0.714284693879	0.0	0	6.00001	0.0	0.499999166668	0.499999166668	0.0	0
79	7.00001	0.0	0.285713877552	0.714284693879	0.0	0	6.00001	0.0	0.499999166668	0.499999166668	0.0	0
80	7.00001	0.0	0.285713877552	0.714284693879	0.0	0	6.00001	0.0	0.499999166668	0.499999166668	0.0	0
81	12.00001	0.0	0.166666527778	0.416666319445	0.0	0	11.00001	0.0	0.272727024794	0.272727024794	0.0	0
82	6.00001	0.0	0.666665555557	0.333332777779	0.0	0	8.00001	0.0	0.999998750002	0.0	0.0	0
83	6.00001	0.0	0.333332777779	0.666665555557	0.0	0	8.00001	0.0	0.874998906251	0.12499984375	0.0	0
84	6.00001	0.0	0.333332777779	0.666665555557	0.0	0	8.00001	0.0	0.874998906251	0.12499984375	0.0	0
85	6.00001	0.0	0.333332777779	0.666665555557	0.0	0	8.00001	0.0	0.749999062501	0.2499996875	0.0	0
86	6.00001	0.0	0.333332777779	0.666665555557	0.0	0	8.00001	0.0	0.624999218751	0.374999531251	0.0	0
87	6.00001	0.0	0.333332777779	0.666665555557	0.0	0	8.00001	0.0	0.624999218751	0.374999531251	0.0	0
88	6.00001	0.0	0.333332777779	0.666665555557	0.0	0	8.00001	0.0	0.499999375001	0.499999375001	0.0	0
89	6.00001	0.0	0.166666388889	0.833331944447	0.0	0	8.00001	0.0	0.499999375001	0.499999375001	0.0	0
90	6.00001	0.0	0.166666388889	0.833331944447	0.0	0	8.00001	0.0	0.499999375001	0.499999375001	0.0	0
91	11.00001	0.0	0.0909090082645	0.454545041323	0.0	0	11.00001	0.0	0.363636033058	0.363636033058	0.0	0
92	5.00001	0.0	0.799998400003	0.199999600001	0.0	0	7.00001	0.0	0.714284693879	0.285713877552	0.0	0
93	5.00001	0.0	0.799998400003	0.199999600001	0.0	0	7.00001	0.0	0.285713877552	0.714284693879	0.0	0
94	5.00001	0.0	0.799998400003	0.199999600001	0.0	0	7.00001	0.0	0.142856938776	0.857141632655	0.0	0
95	5.00001	0.0	0.799998400003	0.199999600001	0.0	0	7.00001	0.0	0.142856938776	0.857141632655	0.0	0
96	5.00001	0.0	0.799998400003	0.199999600001	0.0	0	7.00001	0.0	0.142856938776	0.857141632655	0.0	0
97	5.00001	0.0	0.799998400003	0.199999600001	0.0	0	7.00001	0.0	0.142856938776	0.857141632655	0.0	0
98	5.00001	0.0	0.799998400003	0.199999600001	0.0	0	7.00001	0.0	0.142856938776	0.857141632655	0.0	0
99	5.00001	0.0	0.599998800002	0.399999200002	0.0	0	7.00001	0.0	0.142856938776	0.857141632655	0.0	0
100	5.00001	0.0	0.599998800002	0.399999200002	0.0	0	7.00001	0.0	0.142856938776	0.857141632655	0.0	0
